"","year","month","avg_temp","max_temp","min_temp","preciptation","snow_inch","snow_mm"
"326",2022,"9",NA,74.6333333333333,40.2,0.0396666666666667,0,0
"327",2022,"10",NA,66.8709677419355,28.4193548387097,0.00193548387096774,0,0
"328",2022,"11",NA,43.9,16.2,0.05,0,0
"329",2022,"12",NA,39.4827586206897,14.1724137931034,0.454,0,0
"330",2023,"1",NA,37.9583333333333,12.6086956521739,0.214230769230769,0,0
"331",2023,"2",NA,38.5714285714286,12.0357142857143,0.251428571428571,0,0
"332",2023,"3",NA,36.6774193548387,17.3,0.269310344827586,0,0
"333",2023,"4",NA,51.3666666666667,24.6333333333333,0.009,0,0
"334",2023,"5",NA,61.3225806451613,33.7741935483871,0.0390322580645161,0,0
"335",2023,"6",NA,68.0666666666667,39,0.031,0,0
"336",2023,"7",NA,83.4193548387097,45.258064516129,0,0,0
"337",2023,"8",NA,77.4516129032258,43.741935483871,0.0345161290322581,0,0
"338",2023,"9",NA,69.3666666666667,37.3666666666667,0.0416666666666667,0,0
"339",2023,"10",NA,62.5161290322581,29.8064516129032,0.00709677419354839,0,0
"340",2023,"11",NA,51.0833333333333,24.72,0.0576,0,0
